,Branch Number,Branch Street Address Street Address1,Branch City Name,Branch State Code,Branch Postal Code Postal Code,Branch Close Date ID,Fulladdress,Latitude,Longitude,is_closed_branch
1,366,901 N STATE RD. 19,PALATKA,FL,32177,6/28/1998,901 N STATE RD. 19 PALATKA FL 32177,29.605307,-81.711871,1
2,695,11901 HIGHWAY 401 SOUTH,LAURINBURG,NC,28352,7/17/1998,11901 HIGHWAY 401 SOUTH LAURINBURG NC 28352,34.796492,-79.444828,1
3,526,1345 OLD GEORGETOWN ROAD,MOUNT PLEASANT,SC,29464,12/8/1998,1345 OLD GEORGETOWN ROAD MOUNT PLEASANT SC 29464,32.8113,-79.851135,1
4,696,224 Kings Road Shelby,SHELBY,NC,28152,11/1/1999,224 Kings Road Shelby NC 28152,35.279323,-81.493713,1
5,529,6945 OAKRIDGE PARKWAY,AUSTELL,GA,30168,12/3/1999,6945 OAKRIDGE PARKWAY AUSTELL GA 30168,33.786477,-84.606441,1
6,325,7982 BAYMEADOWS WAY,JACKSONVILLE,FL,32256,1/1/2000,7982 BAYMEADOWS WAY JACKSONVILLE FL 32256,30.229063,-81.582802,1
7,333,7210 GARDNER STREET,WINTER PARK,FL,32789,1/1/2000,7210 GARDNER STREET WINTER PARK FL 32789,28.587278,-81.293233,1
8,359,7892 BAYMEADOWS WAY,JACKSONVILLE,FL,32256,1/1/2000,7892 BAYMEADOWS WAY JACKSONVILLE FL 32256,30.227087,-81.580944,1
9,423,1521 EAST 9TH,HOPKINSVILLE,KY,42240,1/1/2000,1521 EAST 9TH HOPKINSVILLE KY 42240,36.8546,-87.476333,1
10,523,"1770 CORPORATE DR., SUITE 560",NORCROSS,GA,30093,1/1/2000,"1770 CORPORATE DR., SUITE 560 NORCROSS GA 30093",33.575029,-83.93392,1
11,537,NEW LOCATION - OPENING SOON,MYRTLE BEACH,SC,29572,1/1/2000,NEW LOCATION - OPENING SOON MYRTLE BEACH SC 29572,34.331711,-79.437651,1
12,689,4511 HILLSBOROUGH RD,DURHAM,NC,27705,1/1/2000,4511 HILLSBOROUGH RD DURHAM NC 27705,36.033312,-78.973825,1
13,464,2800-B2 BOB WALLACE AVE.,HUNTSVILLE,AL,35805,1/4/2002,2800-B2 BOB WALLACE AVE. HUNTSVILLE AL 35805,34.711323,-86.603056,1
14,251,ICE DESIGN,KNOXVILLE,TN,37917,10/12/2002,ICE DESIGN KNOXVILLE TN 37917,36.11136,-83.927613,1
15,256,ICE DESIGN,COLUMBIA,SC,29223,10/12/2002,ICE DESIGN COLUMBIA SC 29223,34.099488,-80.924638,1
16,254,ICE DESIGN,JACKSONVILLE,FL,32204,4/12/2003,ICE DESIGN JACKSONVILLE FL 32204,30.32453,-81.726303,1
17,731,BAKER DISTRIBUTING COMPANY,ORANGE,TX,77632,6/26/2003,BAKER DISTRIBUTING COMPANY ORANGE TX 77632,30.862463,-93.764516,1
18,878,BAKER DISTRIBUTING COMPANY,BRENHAM,TX,77833,10/24/2003,BAKER DISTRIBUTING COMPANY BRENHAM TX 77833,30.149783,-96.386825,1
19,864,BAKER DISTRIBUTING COMPANY,SAN ANTONIO,TX,78216,10/25/2003,BAKER DISTRIBUTING COMPANY SAN ANTONIO TX 78216,29.482664,-98.391781,1
20,863,BAKER DISTRIBUTING COMPANY,PASADENA,TX,77506,11/25/2003,BAKER DISTRIBUTING COMPANY PASADENA TX 77506,30.041845,-94.739841,1
21,888,BAKER DISTRIBUTING COMPANY,AMARILLO,TX,79101,12/17/2003,BAKER DISTRIBUTING COMPANY AMARILLO TX 79101,35.183053,-101.782562,1
22,462,1782 BEAUMONT DRIVE,BATON ROUGE,LA,70806,12/21/2004,1782 BEAUMONT DRIVE BATON ROUGE LA 70806,30.466588,-91.108961,1
23,691,CLOSED,WINSTON SALEM,NC,27101,1/1/2005,CLOSED WINSTON SALEM NC 27101,36.094291,-80.239032,1
24,395,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,4/30/2005,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,1
25,705,709 MIDDLEGROUND BLVD.,NEWPORT NEWS,VA,23606,8/20/2005,709 MIDDLEGROUND BLVD. NEWPORT NEWS VA 23606,37.090263,-76.479579,1
26,16,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,10/1/2005,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,1
27,756,5128 BROADWAY STREET,GALVESTON,TX,77551,3/4/2006,5128 BROADWAY STREET GALVESTON TX 77551,29.291652,-94.824379,1
28,252,"8110 ANDERSON ROAD, SUITE 106",TAMPA,FL,33634,12/30/2006,"8110 ANDERSON ROAD, SUITE 106 TAMPA FL 33634",28.025462,-82.537572,1
29,445,3912 1ST AVE. & 100 39TH ST.,BIRMINGHAM,AL,35222,5/11/2007,3912 1ST AVE. & 100 39TH ST. BIRMINGHAM AL 35222,33.526855-86.779590,,1
30,253,ICE DESIGN,FORT MYERS,FL,33912,8/18/2007,ICE DESIGN FORT MYERS FL 33912,26.722789,-81.908603,1
31,398,2351 BUTTON GWINNETT DRIVE,ATLANTA,GA,30340,9/6/2007,2351 BUTTON GWINNETT DRIVE ATLANTA GA 30340,33.915295,-84.23861,1
32,552,NEW LOCATION - OPENING SOON,SUMMERVILLE,SC,29483,9/19/2007,NEW LOCATION - OPENING SOON SUMMERVILLE SC 29483,33.013407,-80.20398,1
33,258,3203 LONGHORN BOULEVARD,AUSTIN,TX,78758,10/11/2007,3203 LONGHORN BOULEVARD AUSTIN TX 78758,30.382697,-97.730353,1
34,861,5425 RENWICK DR.,HOUSTON,TX,77081,10/11/2007,5425 RENWICK DR. HOUSTON TX 77081,29.722841,-95.484607,1
35,569,C/O ALL WEATHER,JONESBORO,GA,30238,11/1/2007,C/O ALL WEATHER JONESBORO GA 30238,32.906146,-84.322783,1
36,261,5301 REPUBLIC DRIVE,MEMPHIS,TN,38118,1/1/2008,5301 REPUBLIC DRIVE MEMPHIS TN 38118,35.001379,-89.879745,1
37,714,106 COZZY CIRCLE LOT 7,VICTORIA,TX,77901,1/8/2008,106 COZZY CIRCLE LOT 7 VICTORIA TX 77901,28.831796,-97.00134,1
38,372,1734 5TH STREET WEST,BRADENTON,FL,34205,1/10/2008,1734 5TH STREET WEST BRADENTON FL 34205,27.48409,-82.567168,1
39,750,2500 NORTH FREEWAY,HOUSTON,TX,77009,1/25/2008,2500 NORTH FREEWAY HOUSTON TX 77009,29.797478,-95.371932,1
40,266,215 E. FRANKLIN ST.,TUPELO,MS,38804,2/26/2008,215 E. FRANKLIN ST. TUPELO MS 38804,34.261659,-88.700477,1
41,482,225 WEST ST. BERNARD HIGHWAY,CHALMETTE,LA,70043,3/12/2008,225 WEST ST. BERNARD HIGHWAY CHALMETTE LA 70043,29.937793,-89.967457,1
42,255,ICE DESIGN CENTER,ORLANDO,FL,32804,4/5/2008,ICE DESIGN CENTER ORLANDO FL 32804,28.479843,-81.397381,1
43,704,327 TAZEWELL AVENUE SE,ROANOKE,VA,24013,4/25/2008,327 TAZEWELL AVENUE SE ROANOKE VA 24013,37.270465,-79.935443,1
44,656,5103 WHEELER AVENUE,FORT SMITH,AR,72901,10/14/2008,5103 WHEELER AVENUE FORT SMITH AR 72901,35.335518,-94.427176,1
45,267,701 COMMERCE ST.,JACKSON,MS,39201,10/24/2008,701 COMMERCE ST. JACKSON MS 39201,32.291348,-90.180608,1
46,701,212 INDUSTRIAL BLVD.,AUSTIN,TX,78745,12/20/2008,212 INDUSTRIAL BLVD. AUSTIN TX 78745,30.219472,-97.763787,1
47,418,351 N. 17TH STREET,LAS CRUCES,NM,88005,2/28/2009,351 N. 17TH STREET LAS CRUCES NM 88005,32.305109,-106.80384,1
48,264,5210 STADIUM BLVD.,JONESBORO,AR,72404,4/11/2009,5210 STADIUM BLVD. JONESBORO AR 72404,35.749549,-90.692245,1
49,297,2600 E. UNIVERSITY,DENTON,TX,76209,12/1/2009,2600 E. UNIVERSITY DENTON TX 76209,33.234094,-97.096247,1
50,916,225 WEST ST. BERNARD HIGHWAY,CHALMETTE,LA,70043,12/2/2009,225 WEST ST. BERNARD HIGHWAY CHALMETTE LA 70043,29.937793,-89.967457,1
51,407,4660 PINE TIMBERS,HOUSTON,TX,77041,1/1/2010,4660 PINE TIMBERS HOUSTON TX 77041,29.838034,-95.514155,1
52,263,301 AIRWAYS BLVD,JACKSON,TN,38301,3/10/2010,301 AIRWAYS BLVD JACKSON TN 38301,35.61666,-88.832352,1
53,409,4104 ALLENBROOK,BAYTOWN,TX,77521,5/29/2010,4104 ALLENBROOK BAYTOWN TX 77521,29.766919,-94.971729,1
54,869,611 NORTH 19TH STREET,MONROE,LA,71201,10/30/2010,611 NORTH 19TH STREET MONROE LA 71201,32.516581,-92.104737,1
55,265,4519 OLD LAMAR AVENUE,MEMPHIS,TN,38118,4/1/2012,4519 OLD LAMAR AVENUE MEMPHIS TN 38118,35.040511,-89.912671,1
56,216,16601 CENTRAL GREENE BLVD.,HOUSTON,TX,77032,1/12/2015,16601 CENTRAL GREENE BLVD. HOUSTON TX 77032,29.815641,-95.47954,1
57,665,4810 C SO. TOPEKA,TOPEKA,KS,66609,7/13/2015,4810 C SO. TOPEKA TOPEKA KS 66609,38.980271,-95.68786,1
58,238,1360 QUALITY DR,NORMAN,OK,73071,8/31/2015,1360 QUALITY DR NORMAN OK 73071,35.216352,-97.417516,1
59,671,10460 SHADY TRAIL,DALLAS,TX,75220,9/14/2015,10460 SHADY TRAIL DALLAS TX 75220,32.865789,-96.890418,1
60,158,6321 EMPEROR DRIVE STE 202,ORLANDO,FL,32809,12/15/2015,6321 EMPEROR DRIVE STE 202 ORLANDO FL 32809,28.466577,-81.411902,1
61,685,420-3 WHITE ST,JACKSONVILLE,NC,28546,1/15/2016,420-3 WHITE ST JACKSONVILLE NC 28546,34.760018,-77.384405,1
62,162,7956 NW 14TH ST,MIAMI,FL,33126,5/16/2016,7956 NW 14TH ST MIAMI FL 33126,25.786192,-80.327964,1
63,684,409 AIRPORT BLVD,MORRISVILLE,NC,27560,9/9/2016,409 AIRPORT BLVD MORRISVILLE NC 27560,35.840718,-78.83052,1
64,708,8711 RITCHIE DR,CAPITOL HEIGHTS,MD,20743,10/14/2016,8711 RITCHIE DR CAPITOL HEIGHTS MD 20743,38.877967,-76.857994,1
65,1,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
66,2,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
67,3,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
68,4,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
69,5,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
70,6,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
71,7,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
72,8,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
73,9,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
74,10,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
75,11,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
76,12,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
77,13,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
78,14,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
79,15,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
80,20,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
81,21,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
82,22,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
83,23,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
84,24,1313 S BRIGGS AVE,DURHAM,NC,27703,12/31/9999,1313 S BRIGGS AVE DURHAM NC 27703,35.973643,-78.876138,0
85,25,3955 W. SUNSET BLVD,THE LAKES,NV,88901,12/31/9999,3955 W. SUNSET BLVD THE LAKES NV 88901,36.322484,-114.819717,0
86,26,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32218,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32218,30.47548,-81.67602,0
87,27,2904 S ANGUS AVE,FRESNO,CA,93725,12/31/9999,2904 S ANGUS AVE FRESNO CA 93725,36.696399,-119.776542,0
88,28,16601 CENTRAL GREEN BLVD,HOUSTON,TX,77032,12/31/9999,16601 CENTRAL GREEN BLVD HOUSTON TX 77032,29.815641,-95.47954,0
89,30,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
90,31,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
91,32,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
92,33,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
93,34,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
94,35,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
95,36,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
96,37,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
97,70,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
98,71,101-A KAHN INDUSTRIAL CT.,SAVANNAH,GA,31405,12/31/9999,101-A KAHN INDUSTRIAL CT. SAVANNAH GA 31405,32.046723,-81.146852,0
99,72,1235 WICKER DR,RALEIGH,NC,27604,12/31/9999,1235 WICKER DR RALEIGH NC 27604,35.809912,-78.61871,0
100,73,14900 HEMPSTEAD WAY,HOUSTON,TX,77040,12/31/9999,14900 HEMPSTEAD WAY HOUSTON TX 77040,29.866657,-95.55125,0
101,74,10460 SHADY TRL,DALLAS,TX,75220,12/31/9999,10460 SHADY TRL DALLAS TX 75220,32.865789,-96.890418,0
102,75,300 WEST ROBLES AVE STE J,SANTA ROSA,CA,95407,12/31/9999,300 WEST ROBLES AVE STE J SANTA ROSA CA 95407,38.394427,-122.720643,0
103,76,2030 NW 7TH ST,OKLAHOMA CITY,OK,73106,12/31/9999,2030 NW 7TH ST OKLAHOMA CITY OK 73106,35.475752,-97.546163,0
104,86,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
105,88,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
106,100,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
107,101,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
108,102,101-A KAHN INDUSTIAL,SAVANNAH,GA,31405,12/31/9999,101-A KAHN INDUSTIAL SAVANNAH GA 31405,32.046723,-81.146852,0
109,103,1235 WICKER DR,RALEIGH,NC,27604,12/31/9999,1235 WICKER DR RALEIGH NC 27604,35.809912,-78.61871,0
110,104,14900 HEMPSTEAD WAY,HOUSTON,TX,77040,12/31/9999,14900 HEMPSTEAD WAY HOUSTON TX 77040,29.866657,-95.55125,0
111,105,10460 SHADY TRAIL,DALLAS,TX,75220,12/31/9999,10460 SHADY TRAIL DALLAS TX 75220,32.865789,-96.890418,0
112,106,300 WEST ROBLES AVE STE J,SANTA ROSA,CA,95407,12/31/9999,300 WEST ROBLES AVE STE J SANTA ROSA CA 95407,38.394427,-122.720643,0
113,107,2030 NW 7TH STREET,OKLAHOMA CITY,OK,73106,12/31/9999,2030 NW 7TH STREET OKLAHOMA CITY OK 73106,35.475752,-97.546163,0
114,108,14610 BREAKERS DR,CLEARWATER,FL,33765,12/31/9999,14610 BREAKERS DR CLEARWATER FL 33765,27.974863,-82.745191,0
115,110,14610 BREAKERS DRIVE,ORLANDO,FL,32804,12/31/9999,14610 BREAKERS DRIVE ORLANDO FL 32804,28.503102,-81.215252,0
116,111,WEATHERTROL - WAREHOUSE,JACKSONVILLE,FL,32258,12/31/9999,WEATHERTROL - WAREHOUSE JACKSONVILLE FL 32258,30.156591,-81.560415,0
117,112,14610 BREAKERS DRIVE,CLEARWATER,FL,33765,12/31/9999,14610 BREAKERS DRIVE CLEARWATER FL 33765,27.974863,-82.745191,0
118,113,630 TEXAS CENTRAL PKWY,WOODWAY,TX,76712,12/31/9999,630 TEXAS CENTRAL PKWY WOODWAY TX 76712,31.498342,-97.200469,0
119,114,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
120,115,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
121,116,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
122,117,2113A NORTH HAMILTON STREET,RICHMOND,VA,23230,12/31/9999,2113A NORTH HAMILTON STREET RICHMOND VA 23230,37.57306,-77.476199,0
123,118,1201 NICHOLAS ST.,OMAHA,NE,68102,12/31/9999,1201 NICHOLAS ST. OMAHA NE 68102,41.269995,-95.931786,0
124,119,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
125,120,14610 BREAKERS DRIVE,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DRIVE JACKSONVILLE FL 32258,30.156591,-81.560415,0
126,121,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
127,122,14900 HEMPSTEAD WAY,HOUSTON,TX,77040,12/31/9999,14900 HEMPSTEAD WAY HOUSTON TX 77040,29.866657,-95.55125,0
128,123,10460 SHADY TRAIL,DALLAS,TX,75220,12/31/9999,10460 SHADY TRAIL DALLAS TX 75220,32.865789,-96.890418,0
129,124,2030 NW 7TH STREET,OKLAHOMA CITY,OK,73106,12/31/9999,2030 NW 7TH STREET OKLAHOMA CITY OK 73106,35.475752,-97.546163,0
130,127,11001-S SO COMMERCE BLVD,CHARLOTTE,NC,28241,12/31/9999,11001-S SO COMMERCE BLVD CHARLOTTE NC 28241,35.120616,-80.930036,0
131,128,3812 1ST AVE N,BIRMINGHAM,AL,35222,12/31/9999,3812 1ST AVE N BIRMINGHAM AL 35222,33.526357,-86.781099,0
132,129,2000 DIVERSIFIED WAY,ORLANDO,FL,32804,12/31/9999,2000 DIVERSIFIED WAY ORLANDO FL 32804,28.569842,-81.406084,0
133,130,2222 HARPER STREET,JACKSONVILLE,FL,32204,12/31/9999,2222 HARPER STREET JACKSONVILLE FL 32204,30.329688,-81.685768,0
134,131,751 NW 33RD ST.,POMPANO BEACH,FL,33064,12/31/9999,751 NW 33RD ST. POMPANO BEACH FL 33064,26.271312,-80.133212,0
135,132,6530 ORCHID LAKE RD,NEW PORT RICHEY,FL,34653,12/31/9999,6530 ORCHID LAKE RD NEW PORT RICHEY FL 34653,28.271338,-82.707262,0
136,133,831 BILL FRANCE,DAYTONA BEACH,FL,32117,12/31/9999,831 BILL FRANCE DAYTONA BEACH FL 32117,29.21039,-81.074051,0
137,134,101-A KAHN INDUSTRIAL CT.,SAVANNAH,GA,31405,12/31/9999,101-A KAHN INDUSTRIAL CT. SAVANNAH GA 31405,32.046723,-81.146852,0
138,135,1235 WICKER DR,RALEIGH,NC,27604,12/31/9999,1235 WICKER DR RALEIGH NC 27604,35.809912,-78.61871,0
139,136,2920 CYPRESS ST,WEST MONROE,LA,71291,12/31/9999,2920 CYPRESS ST WEST MONROE LA 71291,32.517844,-92.149975,0
140,138,14610 BREAKERS DR,JACKSONVILLE,FL,32258,12/31/9999,14610 BREAKERS DR JACKSONVILLE FL 32258,30.156591,-81.560415,0
141,139,751 NW 33RD ST,POMPANO BEACH,FL,33064,12/31/9999,751 NW 33RD ST POMPANO BEACH FL 33064,26.271312,-80.133212,0
142,140,14900 HEMPSTEAD WAY,HOUSTON,TX,77040,12/31/9999,14900 HEMPSTEAD WAY HOUSTON TX 77040,29.866657,-95.55125,0
143,141,3090 44TH AVENUE N,SAINT PETERSBURG,FL,33714,12/31/9999,3090 44TH AVENUE N SAINT PETERSBURG FL 33714,27.812213,-82.675147,0
144,150,14610 BREAKERS DR.,JACKSONVILLE,FL,32256,12/31/9999,14610 BREAKERS DR. JACKSONVILLE FL 32256,30.213733,-81.539129,0
145,151,317 SOUTH NORTHLAKE BLVD.,ALTAMONTE SPRINGS,FL,32701,12/31/9999,317 SOUTH NORTHLAKE BLVD. ALTAMONTE SPRINGS FL 32701,28.657533,-81.385066,0
146,152,317 SOUTH NORTHLAKE BLVD.,ALTAMONTE SPRINGS,FL,32701,12/31/9999,317 SOUTH NORTHLAKE BLVD. ALTAMONTE SPRINGS FL 32701,28.657533,-81.385066,0
147,153,831 BILL FRANCE,DAYTONA BEACH,FL,32117,12/31/9999,831 BILL FRANCE DAYTONA BEACH FL 32117,29.21039,-81.074051,0
148,154,311 BIC ROAD,DOTHAN,AL,36303,12/31/9999,311 BIC ROAD DOTHAN AL 36303,31.24732,-85.387254,0
149,155,3040 N.E. 20TH WAY,GAINESVILLE,FL,32609,12/31/9999,3040 N.E. 20TH WAY GAINESVILLE FL 32609,29.680764,-82.295771,0
150,156,2222 HARPER STREET,JACKSONVILLE,FL,32204,12/31/9999,2222 HARPER STREET JACKSONVILLE FL 32204,30.329688,-81.685768,0
151,157,1010 N.E. 16TH STREET,OCALA,FL,34470,12/31/9999,1010 N.E. 16TH STREET OCALA FL 34470,29.203237,-82.126076,0
152,159,751 NW 33RD ST,POMPANO BEACH,FL,33064,12/31/9999,751 NW 33RD ST POMPANO BEACH FL 33064,26.271312,-80.133212,0
153,160,6151 METROPLEX DRIVE,FORT MYERS,FL,33966,12/31/9999,6151 METROPLEX DRIVE FORT MYERS FL 33966,26.577502,-81.852502,0
154,161,7617 SILVER SANDS DR,MELBOURNE,FL,32904,12/31/9999,7617 SILVER SANDS DR MELBOURNE FL 32904,28.100537,-80.674256,0
155,163,2098 ELSA STREET,NAPLES,FL,34109,12/31/9999,2098 ELSA STREET NAPLES FL 34109,26.219421,-81.777079,0
156,164,6530 ORCHID LAKE RD. SUITE A,NEW PORT RICHEY,FL,34653,12/31/9999,6530 ORCHID LAKE RD. SUITE A NEW PORT RICHEY FL 34653,28.271338,-82.707262,0
157,165,1731 OLD OKEECHOBEE ROAD,WEST PALM BEACH,FL,33409,12/31/9999,1731 OLD OKEECHOBEE ROAD WEST PALM BEACH FL 33409,26.702103,-80.074627,0
158,166,6411 PARKLAND DR.,SARASOTA,FL,34243,12/31/9999,6411 PARKLAND DR. SARASOTA FL 34243,27.428245,-82.536265,0
159,167,12880 AUTOMOBILE BLVD,CLEARWATER,FL,33762,12/31/9999,12880 AUTOMOBILE BLVD CLEARWATER FL 33762,27.891689,-82.696283,0
160,168,6003-A ANDERSON ROAD,TAMPA,FL,33634,12/31/9999,6003-A ANDERSON ROAD TAMPA FL 33634,28.009119,-82.531515,0
161,169,11001-S SO COMMERCE BLVD,CHARLOTTE,NC,28273,12/31/9999,11001-S SO COMMERCE BLVD CHARLOTTE NC 28273,35.120616,-80.930036,0
162,170,2308 ATLANTIC AVENUE,RALEIGH,NC,27604,12/31/9999,2308 ATLANTIC AVENUE RALEIGH NC 27604,35.811747,-78.618915,0
163,171,1515 BETHEL DRIVE,HIGH POINT,NC,27260,12/31/9999,1515 BETHEL DRIVE HIGH POINT NC 27260,35.920229,-80.02044,0
164,172,712 ASHE STREET,HENDERSONVILLE,NC,28792,12/31/9999,712 ASHE STREET HENDERSONVILLE NC 28792,35.322388,-82.456279,0
165,173,201 FORRESTER DRIVE SUITE A11,GREENVILLE,SC,29607,12/31/9999,201 FORRESTER DRIVE SUITE A11 GREENVILLE SC 29607,34.806453,-82.311538,0
